"Latest: Time (s)","Latest: Dissolved Oxygen  (mg/L)","Latest: Salinity (ppt)","Latest: Temperature (°C)","Latest: Pressure (atm)","Latest: Sin","Latest: Square","Latest: Triangle","Latest: PWM: F=1, C=0","Latest: delta(PWM)","Latest: run #","Latest: note","Latest: DO slope (mg O2/L/sec)","Latest: respir vol (L)","Latest: fish vol (L)","Latest: fish weight (kg)","Latest: VO2 (mgO2/kg/hr)","Latest: AvgDO (mg/L)","Latest: DOcor (mg/L)"
1838,7.49026921001,0.225812803753,23.8100240163,1.00191585684,0.925304300474,1,0.374701670644,0,,,,,,,,,7.4887813626,7.47840318742
1839,7.49097467033,0.24942849023,23.8072358525,1.0025614246,0.928114988519,1,0.377088305489,0,,,,,,,,,7.48558204341,7.47411793151
1840,7.48576511722,0.234400326108,23.8077005474,1.00272281654,0.930873748644,1,0.379474940334,0,,,,,,,,,7.4819223562,7.47114905218
1841,7.47865624786,0.240840967875,23.8097916699,1.00253452595,0.933580426497,1,0.381861575179,0,,,,,,,,,7.47731092371,7.46624201961
1842,7.47371802564,0.23752306151,23.8156003008,1.00288420849,0.93623487064,1,0.384248210024,0,,,,,,,,,7.4721127009,7.46119743352
1843,7.46823714164,0.211370152519,23.8093269767,1.00258832326,0.938836932556,1,0.386634844869,0,,,,,,,,,7.46649227529,7.45677775017
1844,7.46096547375,0.235961693809,23.8100240163,1.00285730983,0.941386466661,1,0.389021479714,0,,,,,,,,,7.46038703207,7.44954242205
1845,7.4576009707,0.23674237766,23.8130445109,1.00253452595,0.943883330308,1,0.391408114558,0,,,,,,,,,7.45344871356,7.44256881887
1846,7.4456081453,0.228350026267,23.8158326448,1.00277661386,0.946327383799,1,0.393794749403,0,,,,,,,,,7.44628438537,7.4357907049
1847,7.44083272161,0.206295707491,23.8128121657,1.00285730983,0.948718490389,1,0.396181384248,0,,,,,,,,,7.43883918498,7.42935847841
1848,7.43529757143,0.233619642258,23.8102563626,1.00296490446,0.951056516295,1,0.398568019093,0,,,,,,,,,7.43117036022,7.42043343418
1849,7.42384740781,0.243573361351,23.8132768559,1.00207724878,0.953341330706,1,0.400954653938,0,,,,,,,,,7.42300359856,7.41180982158
1850,7.41310270452,0.23674237766,23.8060741133,1.00336838431,0.955572805786,1,0.403341288783,0,,,,,,,,,7.41488692875,7.40400566094
1851,7.40718769109,0.227764513379,23.8167620195,1.00242693132,0.957750816685,1,0.405727923628,0,,,,,,,,,7.40636415711,7.39589755956
1852,7.39671431868,0.208052246154,23.810953401,1.0017544649,0.959875241543,1,0.408114558473,0,,,,,,,,,7.39785927541,7.38829752208
1853,7.39025664347,0.231277590706,23.8144385796,1.00266901923,0.961945961499,1,0.410501193317,0,,,,,,,,,7.38932696246,7.37869847945
1854,7.37924060928,0.234595497071,23.8088622831,1.00320699237,0.963962860696,1,0.412887828162,0,,,,,,,,,7.38084831935,7.37006627186
1855,7.37397678999,0.224251436052,23.8142062351,1.00248072863,0.965925826289,1,0.415274463007,0,,,,,,,,,7.37283421859,7.36252858287
1856,7.36355768376,0.243963703277,23.8128121657,1.00248072863,0.967834748451,1,0.417661097852,0,,,,,,,,,7.36524470594,7.35403289591
1857,7.35270444811,0.217030110435,23.8079328948,1.0025614246,0.969689520377,1,0.420047732697,0,,,,,,,,,7.35815372654,7.34817881924
1858,7.34749489499,0.236352035734,23.8086299362,1.00266901923,0.971490038293,1,0.422434367542,0,,,,,,,,,7.35204192367,7.34117909967
1859,7.34239387424,0.232838958407,23.8116504386,1.00266901923,0.97323620146,1,0.424821002387,0,,,,,,,,,7.34626108485,7.33556030833
1860,7.33669592552,0.236937548622,23.8077005474,1.002373134,0.974927912182,1,0.427207637232,0,,,,,,,,,7.34181304723,7.3309231296
1861,7.33208330037,0.2219093845,23.8074682,1.00264212057,0.976565075806,1,0.429594272076,0,,,,,,,,,7.33805556163,7.32785631251
1862,7.33170343712,0.232058274557,23.8074682,1.00240003266,0.978147600734,1,0.431980906921,0,,,,,,,,,7.33566367547,7.32499796992
1863,7.3322460989,0.244158874239,23.811185747,1.00215794475,0.979675398423,1,0.434367541766,0,,,,,,,,,7.33462904009,7.32340793024
1864,7.32622255311,0.234205155146,23.8095593233,1.00215794475,0.981148383394,1,0.436754176611,0,,,,,,,,,7.3345085811,7.32374460963
1865,7.33197476801,0.248842977342,23.8114180928,1.00116269444,0.982566473233,1,0.439140811456,0,,,,,,,,,7.33516633489,7.32373000005
1866,7.3317577033,0.214297716958,23.8072358525,1.00183516087,0.983929588599,1,0.441527446301,0,,,,,,,,,7.33677046697,7.32692101872
1867,7.33685872405,0.242207164613,23.8130445109,1.00250762729,0.985237653224,1,0.443914081146,0,,,,,,,,,7.33921900464,7.32808796646
1868,7.3422310757,0.230692077818,23.8090946299,1.00210414744,0.986490593924,1,0.44630071599,0,,,,,,,,,7.34189593733,7.33129333622
1869,7.34668090232,0.238889258248,23.8135092009,1.00188895818,0.987688340595,1,0.448687350835,0,,,,,,,,,7.3449742012,7.33399573533
1870,7.34727783028,0.230496906856,23.8160649886,1.00170066758,0.988830826225,1,0.45107398568,0,,,,,,,,,7.34840608972,7.33781379526
1871,7.35259591575,0.213126691182,23.8125798205,1.00178136355,0.989917986892,1,0.453460620525,0,,,,,,,,,7.35185467553,7.3420599971
1872,7.35726280708,0.226788658566,23.810721055,1.00269591789,0.990949761768,1,0.45584725537,0,,,,,,,,,7.35523289421,7.34481000106
1873,7.35780546886,0.239279600174,23.8088622831,1.00304560043,0.991926093127,1,0.458233890215,0,,,,,,,,,7.35850198421,7.34750465456
1874,7.36350341758,0.229911393968,23.8121151297,1.00248072863,0.992846926342,1,0.46062052506,0,,,,,,,,,7.3618277257,7.35126158261
1875,7.3634491514,0.238303745361,23.8070035048,1.00210414744,0.993712209893,1,0.463007159905,0,,,,,,,,,7.3648368151,7.35388396728
1876,7.36930989866,0.213517033108,23.8153679568,1.00280351252,0.994521895368,1,0.465393794749,0,,,,,,,,,7.36782741823,7.35801529602
1877,7.3687129707,0.226203145678,23.8067711571,1.00223864072,0.995275937465,1,0.467780429594,0,,,,,,,,,7.37032843308,7.35993170578
1878,7.37365119292,0.217615623323,23.8114180928,1.00272281654,0.995974293995,1,0.470167064439,0,,,,,,,,,7.37252114448,7.36251995755
1879,7.37983753724,0.223861094127,23.811185747,1.00296490446,0.996616925886,1,0.472553699284,0,,,,,,,,,7.37420160701,7.36391334722
1880,7.37956620635,0.222690068351,23.8044476742,1.00323389103,0.997203797181,1,0.474940334129,0,,,,,,,,,7.37527560028,7.36503991003
1881,7.37989180342,0.215468742734,23.8037506274,1.00358357357,0.997734875046,1,0.477326968974,0,,,,,,,,,7.37613789581,7.36623400039
1882,7.37880647985,0.225032119902,23.8067711571,1.0029380058,0.998210129768,1,0.479713603819,0,,,,,,,,,7.37609853792,7.3657556332
1883,7.37902354457,0.239474771136,23.8093269767,1.00291110714,0.998629534755,1,0.482100238663,0,,,,,,,,,7.37591665678,7.36491044965
1884,7.37354266056,0.238498916323,23.810721055,1.00277661386,0.998993066541,1,0.484486873508,0,,,,,,,,,7.37517541656,7.36421433615
1885,7.37381399145,0.223080410276,23.8083975891,1.00320699237,0.999300704788,1,0.486873508353,0,,,,,,,,,7.3737150004,7.36346210192
1886,7.3741938547,0.229130710117,23.8077005474,1.00334148565,0.999552432284,1,0.489260143198,0,,,,,,,,,7.37221641902,7.36168531251
1887,7.36909283394,0.229521052043,23.810721055,1.00301870177,0.999748234943,1,0.491646778043,0,,,,,,,,,7.37034095604,7.35979248586
1888,7.36963549573,0.229521052043,23.8063064613,1.00344908028,0.99988810181,1,0.494033412888,0,,,,,,,,,7.36852154824,7.35797223488
1889,7.36855017216,0.24942849023,23.8090946299,1.00318009371,0.999972025061,1,0.496420047733,0,,,,,,,,,7.36625310272,7.35478937666
1890,7.36361194994,0.212736349257,23.8086299362,1.003314587,1,1,0.498806682578,0,,,,,,,,,7.36387314319,7.35409570458
1891,7.36350341758,0.245915412903,23.8095593233,1.0025614246,0.999972025061,1,0.501193317422,0,,,,,,,,,7.3614562111,7.35015404105
1892,7.35894505861,0.23674237766,23.8058417651,1.00299180311,0.99988810181,1,0.503579952267,0,,,,,,,,,7.3586093239,7.3477280103
1893,7.35878226007,0.224251436052,23.8035182782,1.00277661386,0.999748234943,1,0.505966587112,0,,,,,,,,,7.3559979877,7.3456903575
1894,7.35243311722,0.241816822688,23.8093269767,1.0025614246,0.999552432284,1,0.508353221957,0,,,,,,,,,7.35295013674,7.34183628944
1895,7.34711503175,0.214883229846,23.8065388092,1.00299180311,0.999300704788,1,0.510739856802,0,,,,,,,,,7.34961962459,7.33974314062
1896,7.34787475824,0.226788658566,23.8128121657,1.00283041117,0.998993066541,1,0.513126491647,0,,,,,,,,,7.34664571875,7.33622322015
1897,7.34255667277,0.240645796912,23.8049123716,1.0029380058,0.998629534755,1,0.515513126492,0,,,,,,,,,7.34330208731,7.33224117595
1898,7.34206827717,0.234985838996,23.8056094169,1.00339528297,0.998210129768,1,0.517899761337,0,,,,,,,,,7.33993698792,7.3291363641
1899,7.33696725641,0.228154855304,23.8074682,1.00339528297,0.997734875046,1,0.520286396181,0,,,,,,,,,7.33653431965,7.32604802041
1900,7.33148637241,0.223665923164,23.810721055,1.00288420849,0.997203797181,1,0.522673031026,0,,,,,,,,,7.33321811946,7.3229387429
1901,7.33181196947,0.234205155146,23.8083975891,1.00339528297,0.996616925886,1,0.525059665871,0,,,,,,,,,7.33023526865,7.31947107076
1902,7.32616828694,0.243183019426,23.8116504386,1.00291110714,0.995974293995,1,0.527446300716,0,,,,,,,,,7.32707888533,7.31590271806
1903,7.32128433089,0.22854519723,23.8100240163,1.00288420849,0.995275937465,1,0.529832935561,0,,,,,,,,,7.32412286945,7.31361911565
1904,7.32123006471,0.208052246154,23.8095593233,1.00269591789,0.994521895368,1,0.532219570406,0,,,,,,,,,7.32136125767,7.31179926301
1905,7.31623757631,0.234400326108,23.8139738904,1.00277661386,0.993712209893,1,0.534606205251,0,,,,,,,,,7.31894015126,7.3081680707
1906,7.31591197924,0.227374171454,23.8149032684,1.00223864072,0.992846926342,1,0.536992840095,0,,,,,,,,,7.3169877615,7.30653875006
1907,7.314012663,0.225422461828,23.8200148187,1.00234623535,0.991926093127,1,0.53937947494,0,,,,,,,,,7.31510335355,7.30474499144
1908,7.3110280232,0.227374171454,23.8174590496,1.0025614246,0.990949761768,1,0.541766109785,0,,,,,,,,,7.31335490922,7.30290638109
1909,7.31173348352,0.206881220379,23.8144385796,1.00248072863,0.989917986892,1,0.54415274463,0,,,,,,,,,7.31196784185,7.30246050684
1910,7.31075669231,0.220152845837,23.8125798205,1.00264212057,0.988830826225,1,0.546539379475,0,,,,,,,,,7.31033389318,7.30021631326
1911,7.31075669231,0.225227290865,23.8130445109,1.00283041117,0.987688340595,1,0.54892601432,0,,,,,,,,,7.30892356888,7.29857286939
1912,7.31032256288,0.226593487603,23.8100240163,1.003314587,0.986490593924,1,0.551312649165,0,,,,,,,,,7.30782035537,7.29740630058
1913,7.30533007448,0.230106564931,23.8102563626,1.00288420849,0.985237653224,1,0.55369928401,0,,,,,,,,,7.30647324221,7.2958977737
1914,7.30516727595,0.212541178295,23.8130445109,1.00245382998,0.983929588599,1,0.556085918854,0,,,,,,,,,7.30535452408,7.29558683626
1915,7.30088024786,0.227374171454,23.810721055,1.00277661386,0.982566473233,1,0.558472553699,0,,,,,,,,,7.30422268664,7.29377288413
1916,7.30001198901,0.235181009959,23.810953401,1.00207724878,0.981148383394,1,0.560859188544,0,,,,,,,,,7.30319580358,7.29238725502
1917,7.3052758083,0.231863103594,23.8132768559,1.00253452595,0.979675398423,1,0.563245823389,0,,,,,,,,,7.30231084744,7.29165523282
1918,7.29990345665,0.23381481322,23.8100240163,1.00269591789,0.978147600734,1,0.565632458234,0,,,,,,,,,7.30141635,7.29067040888
1919,7.30033758608,0.225812803753,23.816529676,1.00172756624,0.976565075806,1,0.568019093079,0,,,,,,,,,7.3009846059,7.29060765279
1920,7.30055465079,0.220738358725,23.8102563626,1.00199655281,0.974927912182,1,0.570405727924,0,,,,,,,,,7.30058088938,7.2904359743
1921,7.29957785958,0.231472761669,23.8088622831,1.00207724878,0.97323620146,1,0.572792362768,0,,,,,,,,,7.3005152929,7.28987676684
1922,7.30001198901,0.229716223005,23.810953401,1.00199655281,0.971490038293,1,0.575178997613,0,,,,,,,,,7.3004944213,7.28993702574
1923,7.29946932723,0.221519042575,23.8104887089,1.00253452595,0.969689520377,1,0.577565632458,0,,,,,,,,,7.30016763157,7.28998687985
1924,7.30066318315,0.231667932631,23.8060741133,1.00234623535,0.967834748451,1,0.579952267303,0,,,,,,,,,7.30021056744,7.28956253373
1925,7.30006625519,0.227959684342,23.8093269767,1.00215794475,0.965925826289,1,0.582338902148,0,,,,,,,,,7.3002266684,7.28974969209
1926,7.30093451404,0.229130710117,23.8053770686,1.00280351252,0.963962860696,1,0.584725536993,0,,,,,,,,,7.30024754001,7.2897159904
1927,7.30044611844,0.236547206697,23.810721055,1.00258832326,0.961945961499,1,0.587112171838,0,,,,,,,,,7.30063873355,7.28976735102
1928,7.30012052137,0.227569342416,23.8123474752,1.00248072863,0.959875241543,1,0.589498806683,0,,,,,,,,,7.30105139504,7.29059293067
1929,7.30017478755,0.228740368192,23.8063064613,1.00344908028,0.957750816685,1,0.591885441527,0,,,,,,,,,7.30188745199,7.29137402064
1930,7.30033758608,0.222494897388,23.8176913927,1.00207724878,0.955572805786,1,0.594272076372,0,,,,,,,,,7.30283204129,7.29260777349
1931,7.30050038462,0.227374171454,23.8102563626,1.00326078968,0.953341330706,1,0.596658711217,0,,,,,,,,,7.30391855752,7.29346866709
1932,7.30543860684,0.233424471295,23.8121151297,1.00167376893,0.951056516295,1,0.599045346062,0,,,,,,,,,7.3050569546,7.2943293594
1933,7.30543860684,0.229911393968,23.8097916699,1.00231933669,0.948718490389,1,0.601431980907,0,,,,,,,,,7.30624186554,7.295675278
1934,7.31053962759,0.229716223005,23.8181560787,1.00245382998,0.946327383799,1,0.603818615752,0,,,,,,,,,7.30708448213,7.29652846284
1935,7.31157068498,0.246500925791,23.8093269767,1.0031262964,0.943883330308,1,0.606205250597,0,,,,,,,,,7.30775177723,7.29642264959
1936,7.31129935409,0.229521052043,23.808165242,1.00309939774,0.941386466661,1,0.608591885442,0,,,,,,,,,7.30822943886,7.29768048056
1937,7.31108228938,0.23752306151,23.8118827842,1.00269591789,0.938836932556,1,0.610978520286,0,,,,,,,,,7.30850554041,7.29758953851
1938,7.31119082173,0.228154855304,23.8088622831,1.00264212057,0.93623487064,1,0.613365155131,0,,,,,,,,,7.30834393453,7.29785789999
1939,7.30560140537,0.23674237766,23.8070035048,1.00291110714,0.933580426497,1,0.615751789976,0,,,,,,,,,7.30805173204,7.29717064734
1940,7.30554713919,0.225032119902,23.8035182782,1.00318009371,0.930873748644,1,0.618138424821,0,,,,,,,,,7.30714471163,7.29680119761
1941,7.30570993773,0.23752306151,23.8016594815,1.00326078968,0.928114988519,1,0.620525059666,0,,,,,,,,,7.30615599379,7.29523797092
1942,7.30554713919,0.220543187762,23.8039829764,1.00320699237,0.925304300474,1,0.622911694511,0,,,,,,,,,7.30521080815,7.29507371147
1943,7.30570993773,0.243963703277,23.8072358525,1.00304560043,0.922441841767,1,0.625298329356,0,,,,,,,,,7.30429305378,7.29308011178
1944,7.30560140537,0.230887248781,23.8028212302,1.00307249908,0.919527772551,1,0.6276849642,0,,,,,,,,,7.30288630746,7.29227353073
1945,7.30055465079,0.235181009959,23.8049123716,1.00301870177,0.91656225587,1,0.630071599045,0,,,,,,,,,7.3017878646,7.29097813371
1946,7.30017478755,0.233619642258,23.8144385796,1.00196965415,0.913545457643,1,0.63245823389,0,,,,,,,,,7.30035845769,7.28962234448
1947,7.30055465079,0.211760494444,23.8093269767,1.00186205952,0.910477546659,1,0.634844868735,0,,,,,,,,,7.29845079281,7.28871832766
1948,7.30066318315,0.229130710117,23.8090946299,1.00205035012,0.907358694568,1,0.63723150358,0,,,,,,,,,7.29607918192,7.28554834122
1949,7.29328298291,0.245329900015,23.8142062351,1.00188895818,0.904189075869,1,0.639618138425,0,,,,,,,,,7.29310408342,7.28182977175
1950,7.29442257265,0.229911393968,23.8090946299,1.00234623535,0.900968867902,1,0.64200477327,0,,,,,,,,,7.28974136936,7.27917464846
1951,7.28953861661,0.224056265089,23.8135092009,1.00205035012,0.897698250838,1,0.644391408115,0,,,,,,,,,7.28648003168,7.27618323527
1952,7.2832980061,0.223861094127,23.810721055,1.00280351252,0.894377407666,1,0.646778042959,0,,,,,,,,,7.28308630838,7.27279796204
1953,7.27814271917,0.22112870065,23.8074682,1.00266901923,0.891006524188,1,0.649164677804,0,,,,,,,,,7.27926680429,7.26910343643
1954,7.2720649072,0.240450625949,23.8086299362,1.00342218162,0.887585789005,1,0.651551312649,0,,,,,,,,,7.27552541965,7.26447422298
1955,7.26756081441,0.243183019426,23.808165242,1.00283041117,0.884115393505,1,0.653937947494,0,,,,,,,,,7.27201243002,7.26083555753
1956,7.26750654823,0.239084429211,23.8121151297,1.00288420849,0.880595531857,1,0.656324582339,0,,,,,,,,,7.26863421134,7.25764649887
1957,7.26701815263,0.237718232473,23.8125798205,1.00266901923,0.877026400997,1,0.658711217184,0,,,,,,,,,7.26561796596,7.25469313232
1958,7.26077754212,0.238303745361,23.8070035048,1.00301870177,0.873408200617,1,0.661097852029,0,,,,,,,,,7.26345447481,7.25250162699
1959,7.26121167155,0.241036138837,23.8086299362,1.00307249908,0.869741133156,1,0.663484486874,0,,,,,,,,,7.26178892057,7.25071081352
1960,7.25556798901,0.22561763279,23.8118827842,1.00342218162,0.866025403784,1,0.665871121718,0,,,,,,,,,7.26066781711,7.25029896075
1961,7.25627344933,0.219762503912,23.8060741133,1.00328768834,0.862261220398,1,0.668257756563,0,,,,,,,,,7.26043942209,7.25033859146
1962,7.25507959341,0.222104555463,23.8067711571,1.00339528297,0.858448793602,1,0.670644391408,0,,,,,,,,,7.26040364219,7.2501952939
1963,7.26104887302,0.24493955809,23.8102563626,1.003314587,0.854588336701,1,0.673031026253,0,,,,,,,,,7.26071552364,7.24945834553
1964,7.26050621123,0.242987848464,23.8077005474,1.00355667491,0.850680065687,1,0.675417661098,0,,,,,,,,,7.26151460802,7.25034661176
1965,7.26099460684,0.223470752201,23.8093269767,1.00352977625,0.846724199228,1,0.677804295943,0,,,,,,,,,7.26271204193,7.25244137594
1966,7.26712668498,0.224641777977,23.8097916699,1.0025614246,0.842720958654,1,0.680190930788,0,,,,,,,,,7.26438892647,7.25406452727
1967,7.26631269231,0.240450625949,23.8137415457,1.00301870177,0.838670567945,1,0.682577565632,0,,,,,,,,,7.26596324197,7.25491306791
1968,7.26723521734,0.236156864772,23.8090946299,1.00248072863,0.834573253721,1,0.684964200477,0,,,,,,,,,7.26753219049,7.25667842794
1969,7.26739801587,0.248062293492,23.8053770686,1.00315319505,0.830429245226,1,0.687350835322,0,,,,,,,,,7.26870219315,7.25730048996
1970,7.27260756899,0.240255454987,23.8088622831,1.00266901923,0.826238774316,1,0.689737470167,0,,,,,,,,,7.2702586187,7.25921643861
1971,7.27320449695,0.21293152022,23.8056094169,1.00307249908,0.822002075448,1,0.692124105012,0,,,,,,,,,7.27169219994,7.26190525593
1972,7.27315023077,0.220933529687,23.8056094169,1.00320699237,0.817719385664,1,0.694510739857,0,,,,,,,,,7.27275247757,7.26259773823
1973,7.27260756899,0.225422461828,23.8104887089,1.00277661386,0.813390944582,1,0.696897374702,0,,,,,,,,,7.27418367348,7.26382352526
1974,7.27266183516,0.225422461828,23.8153679568,1.00242693132,0.809016994375,1,0.699284009547,0,,,,,,,,,7.27565184196,7.26529260873
1975,7.27825125153,0.22932588108,23.8121151297,1.00339528297,0.804597779767,1,0.701670644391,0,,,,,,,,,7.27713849671,7.2665992623
1976,7.27787138828,0.235766522847,23.8128121657,1.0027497152,0.800133548011,1,0.704057279236,0,,,,,,,,,7.27824230655,7.26740721334
1977,7.2785768486,0.234595497071,23.8139738904,1.00253452595,0.795624548882,1,0.706443914081,0,,,,,,,,,7.27928350158,7.26850245177
1978,7.28362360317,0.234790668033,23.8125798205,1.00248072863,0.791071034656,1,0.708830548926,0,,,,,,,,,7.27998359491,7.26919330356
1979,7.28416626496,0.247671951566,23.8123474752,1.00221174206,0.786473260103,1,0.711217183771,0,,,,,,,,,7.28058231187,7.26919998658
1980,7.283569337,0.205319852678,23.8090946299,1.00135098504,0.781831482468,1,0.713603818616,0,,,,,,,,,7.28055428428,7.27111778989
1981,7.28302667521,0.239474771136,23.8123474752,1.00250762729,0.777145961457,1,0.715990453461,0,,,,,,,,,7.27999492521,7.26898931991
1982,7.28259254579,0.238889258248,23.8153679568,1.00226553938,0.772416959225,1,0.718377088305,0,,,,,,,,,7.2789483632,7.26797026669
1983,7.27760005739,0.233424471295,23.810721055,1.00250762729,0.767644740358,1,0.72076372315,0,,,,,,,,,7.27761198402,7.26688411809
1984,7.27835978388,0.243963703277,23.8086299362,1.00328768834,0.762829571862,1,0.723150357995,0,,,,,,,,,7.27572757607,7.26451491711
1985,7.27179357631,0.233229300332,23.810721055,1.00199655281,0.757971723145,1,0.72553699284,0,,,,,,,,,7.27353307568,7.26281417953
1986,7.27217343956,0.245525070978,23.8123474752,1.00352977625,0.753071466004,1,0.727923627685,0,,,,,,,,,7.27137912583,7.2600954653
1987,7.2670724188,0.232448616482,23.816994363,1.00301870177,0.748129074606,1,0.73031026253,0,,,,,,,,,7.26887334032,7.25819153633
1988,7.26663828938,0.226788658566,23.8167620195,1.00172756624,0.743144825477,1,0.732696897375,0,,,,,,,,,7.26648801381,7.2560662603
1989,7.26419631136,0.238498916323,23.8137415457,1.00202345147,0.738118997487,1,0.73508353222,0,,,,,,,,,7.26441158707,7.25345110598
1990,7.26142873626,0.220738358725,23.8130445109,1.00231933669,0.73305187183,1,0.737470167064,0,,,,,,,,,7.26235841727,7.25221401422
1991,7.26121167155,0.239279600174,23.811185747,1.00207724878,0.72794373201,1,0.739856801909,0,,,,,,,,,7.26042988079,7.24943301374
1992,7.2553509243,0.246500925791,23.810953401,1.00143168101,0.722794863827,1,0.742243436754,0,,,,,,,,,7.25845304143,7.24712424739
1993,7.25611065079,0.232838958407,23.8125798205,1.00234623535,0.717605555361,1,0.744630071599,0,,,,,,,,,7.25651436731,7.24581377081
1994,7.25573078755,0.238694087286,23.8070035048,1.00301870177,0.712376096951,1,0.747016706444,0,,,,,,,,,7.25456317022,7.24359238161
1995,7.25589358608,0.22483694894,23.8086299362,1.00248072863,0.707106781187,1,0.749403341289,0,,,,,,,,,7.25233646791,7.24200288142
1996,7.25041270208,0.238694087286,23.8137415457,1.00207724878,0.701797902884,1,0.751789976134,0,,,,,,,,,7.24987659994,7.23890714955
1997,7.25003283883,0.22932588108,23.8130445109,1.0025614246,0.696449759075,1,0.754176610979,0,,,,,,,,,7.24697962089,7.23644056378
1998,7.24444342247,0.231667932631,23.810953401,1.00261522192,0.691062648987,1,0.756563245823,0,,,,,,,,,7.24390791666,7.23326082361
1999,7.24400929304,0.212346007332,23.8128121657,1.0025614246,0.685636874028,1,0.758949880668,0,,,,,,,,,7.24066923959,7.23091048014
2000,7.23793148107,0.226593487603,23.8181560787,1.00196965415,0.680172737771,1,0.761336515513,0,,,,,,,,,7.2373512504,7.22693872839
2001,7.23369871917,0.23303412937,23.8174590496,1.00199655281,0.674670545932,1,0.763723150358,0,,,,,,,,,7.23408335307,7.22337473283
2002,7.22783797192,0.227764513379,23.8200148187,1.00164687027,0.669130606359,1,0.766109785203,0,,,,,,,,,7.23082201539,7.22035603393
2003,7.2221400232,0.236937548622,23.8132768559,1.00188895818,0.66355322901,1,0.768496420048,0,,,,,,,,,7.2276793477,7.2167905294
2004,7.2221400232,0.202001946313,23.8151356126,1.00205035012,0.65793872594,1,0.770883054893,0,,,,,,,,,7.22506920416,7.21578621587
2005,7.22224855556,0.229716223005,23.810721055,1.00240003266,0.652287411278,1,0.773269689737,0,,,,,,,,,7.22270534558,7.21214790562
2006,7.22279121734,0.235571351884,23.8079328948,1.00248072863,0.646599601216,1,0.775656324582,0,,,,,,,,,7.22085552487,7.21002844473
2007,7.21644207448,0.234205155146,23.8104887089,1.00240003266,0.640875613985,1,0.778042959427,0,,,,,,,,,7.21974813704,7.20898434668
2008,7.21606221123,0.238889258248,23.8100240163,1.00250762729,0.635115769842,1,0.780429594272,0,,,,,,,,,7.21915478706,7.20817562853
2009,7.21584514652,0.210199126743,23.8086299362,1.00261522192,0.62932039105,1,0.782816229117,0,,,,,,,,,7.21915299807,7.20949217111
2010,7.21655060684,0.239474771136,23.8116504386,1.00221174206,0.623489801859,1,0.785202863962,0,,,,,,,,,7.21929671399,7.20829096982
2011,7.21660487302,0.232448616482,23.8079328948,1.00285730983,0.61762432849,1,0.787589498807,0,,,,,,,,,7.21915240174,7.20846884545
2012,7.22284548352,0.241621651725,23.8042153254,1.0027497152,0.611724299115,1,0.789976133652,0,,,,,,,,,7.21901703446,7.20791112925
2013,7.22181442613,0.226788658566,23.8063064613,1.00288420849,0.605790043841,1,0.792362768496,0,,,,,,,,,7.2191875853,7.208763859
2014,7.22311681441,0.228350026267,23.8137415457,1.00253452595,0.599821894688,1,0.794749403341,0,,,,,,,,,7.21927584238,7.20878176474
2015,7.22306254823,0.215468742734,23.8090946299,1.002373134,0.593820185574,1,0.797136038186,0,,,,,,,,,7.21962827438,7.2097253373
2016,7.21676767155,0.217615623323,23.8065388092,1.002373134,0.587785252292,1,0.799522673031,0,,,,,,,,,7.21988350431,7.20988143381
2017,7.2163878083,0.234205155146,23.8086299362,1.00328768834,0.581717432499,1,0.801909307876,0,,,,,,,,,7.21974038472,7.20897623212
2018,7.21682193773,0.213126691182,23.8079328948,1.00296490446,0.575617065686,1,0.804295942721,0,,,,,,,,,7.21927703505,7.20948153255
2019,7.21698473626,0.23752306151,23.8070035048,1.00326078968,0.569484493168,1,0.806682577566,0,,,,,,,,,7.21884827261,7.20793130635
2020,7.22300828205,0.236156864772,23.8079328948,1.00180826221,0.563320058064,1,0.809069212411,0,,,,,,,,,7.21811776636,7.2072637755
2021,7.22333387912,0.236547206697,23.810721055,1.00248072863,0.557124105271,1,0.811455847255,0,,,,,,,,,7.21694060772,7.20606922519
2022,7.21627927595,0.234985838996,23.8093269767,1.00301870177,0.550896981452,1,0.8138424821,0,,,,,,,,,7.21587734843,7.20507745162
2023,7.21660487302,0.219567332949,23.8070035048,1.00336838431,0.544639035015,1,0.816229116945,0,,,,,,,,,7.21427739067,7.20418570041
2024,7.21530248474,0.239084429211,23.8123474752,1.00299180311,0.538350616091,1,0.81861575179,0,,,,,,,,,7.21254325829,7.20155559203
2025,7.21128678755,0.223275581239,23.8053770686,1.00369116819,0.532032076515,1,0.821002386635,0,,,,,,,,,7.21026527147,7.20000284153
2026,7.2064028315,0.241816822688,23.8077005474,1.00366426954,0.525683769811,1,0.82338902148,0,,,,,,,,,7.2071720993,7.19605792472
2027,7.20575163736,0.228935539155,23.8102563626,1.0029380058,0.519306051163,1,0.825775656325,0,,,,,,,,,7.20365076103,7.1931291117
2028,7.19896836508,0.216834939472,23.8104887089,1.00326078968,0.512899277406,1,0.828162291169,0,,,,,,,,,7.20051226767,7.19054679176
2029,7.20027075336,0.241621651725,23.8072358525,1.00339528297,0.506463806997,1,0.830548926014,0,,,,,,,,,7.19701299367,7.18590769592
2030,7.1944100061,0.235766522847,23.810953401,1.00320699237,0.5,1,0.832935560859,0,,,,,,,,,7.19356082986,7.18272537206
2031,7.1889291221,0.235766522847,23.8093269767,1.00382566148,0.493508218064,1,0.835322195704,0,,,,,,,,,7.19038297861,7.17954720175
