Time, Oxygen, Tau - Phase Method, Sensor Temperature, Air Pressure
2013-05-23 14:07:38.8, 77.47055, 2.380486, 11.9048, 101.8149
2013-05-23 14:07:40.0, 77.62363, 2.379836, 11.90489, 101.8142
2013-05-23 14:07:41.1, 77.36118, 2.38095, 11.90491, 101.8137
2013-05-23 14:07:42.2, 77.55441, 2.38013, 11.90501, 101.8142
2013-05-23 14:07:43.2, 77.56076, 2.380103, 11.90509, 101.8152
2013-05-23 14:07:44.3, 77.69705, 2.379525, 11.90529, 101.8171
2013-05-23 14:07:45.9, 77.53458, 2.380214, 11.90546, 101.8176
2013-05-23 14:07:47.1, 77.60886, 2.379899, 11.90562, 101.8167
2013-05-23 14:07:48.2, 77.50082, 2.380357, 11.90556, 101.8154
2013-05-23 14:07:49.5, 77.47989, 2.380446, 11.90558, 101.8145
2013-05-23 14:07:50.6, 77.50345, 2.380346, 11.90565, 101.8147
2013-05-23 14:07:51.7, 77.48618, 2.380419, 11.90584, 101.8154
2013-05-23 14:07:52.9, 77.4913, 2.380397, 11.90588, 101.8135
2013-05-23 14:07:54.2, 77.56595, 2.380081, 11.90576, 101.8113
2013-05-23 14:07:55.3, 77.51248, 2.380308, 11.90578, 101.8108
2013-05-23 14:07:56.5, 77.55856, 2.380112, 11.90558, 101.8096
2013-05-23 14:07:57.6, 77.48923, 2.380406, 11.90552, 101.8108
2013-05-23 14:07:58.7, 77.49185, 2.380395, 11.90558, 101.8098
2013-05-23 14:07:59.7, 77.46921, 2.380491, 11.90562, 101.8083
2013-05-23 14:08:00.7, 77.56161, 2.380099, 11.90556, 101.8086
2013-05-23 14:08:01.8, 77.59488, 2.379958, 11.90536, 101.8076
2013-05-23 14:08:03.2, 77.49802, 2.380369, 11.90523, 101.8088
2013-05-23 14:08:04.3, 77.53207, 2.380224, 11.90514, 101.8091
2013-05-23 14:08:05.4, 77.48514, 2.380424, 11.90495, 101.8098
2013-05-23 14:08:06.7, 77.43564, 2.380634, 11.90494, 101.8115
2013-05-23 14:08:07.8, 77.32095, 2.381121, 11.90483, 101.8096
2013-05-23 14:08:08.8, 77.45969, 2.380532, 11.90462, 101.8086
2013-05-23 14:08:10.2, 77.52115, 2.380271, 11.9045, 101.8066
2013-05-23 14:08:11.5, 77.52774, 2.380243, 11.90439, 101.8054
2013-05-23 14:08:12.5, 77.50058, 2.380358, 11.90433, 101.8059
2013-05-23 14:08:13.6, 77.53043, 2.380231, 11.90434, 101.8049
2013-05-23 14:08:14.8, 77.49704, 2.380373, 11.90424, 101.8044
2013-05-23 14:08:15.9, 77.47214, 2.380479, 11.90431, 101.803
2013-05-23 14:08:17.2, 77.49765, 2.38037, 11.90428, 101.8037
2013-05-23 14:08:18.6, 77.53183, 2.380225, 11.90448, 101.8044
2013-05-23 14:08:19.6, 77.48538, 2.380423, 11.9044, 101.8071
2013-05-23 14:08:21.0, 77.4108, 2.380739, 11.90463, 101.8074
2013-05-23 14:08:22.0, 77.41293, 2.38073, 11.90477, 101.8071
2013-05-23 14:08:23.1, 77.38577, 2.380846, 11.90479, 101.8091
2013-05-23 14:08:24.3, 77.44833, 2.38058, 11.90495, 101.812
2013-05-23 14:08:25.7, 77.42148, 2.380694, 11.90508, 101.814
2013-05-23 14:08:26.8, 77.39804, 2.380793, 11.90524, 101.8127
2013-05-23 14:08:28.1, 77.30722, 2.381179, 11.90535, 101.814
2013-05-23 14:08:29.1, 77.40201, 2.380776, 11.90576, 101.8157
2013-05-23 14:08:30.2, 77.39334, 2.380813, 11.90593, 101.8159
2013-05-23 14:08:31.3, 77.27841, 2.381301, 11.90649, 101.8171
2013-05-23 14:08:32.4, 77.35202, 2.380989, 11.90689, 101.8179
2013-05-23 14:08:33.4, 77.37979, 2.380871, 11.90778, 101.8191
2013-05-23 14:08:34.6, 77.3475, 2.381008, 11.9086, 101.8191
2013-05-23 14:08:35.8, 77.28238, 2.381284, 11.90932, 101.8198
2013-05-23 14:08:36.9, 77.26529, 2.381357, 11.9104, 101.8206
2013-05-23 14:08:38.4, 77.43997, 2.380615, 11.9111, 101.8203
2013-05-23 14:08:40.2, 77.34244, 2.381029, 11.91272, 101.8186
2013-05-23 14:08:41.3, 77.2803, 2.381293, 11.9136, 101.8184
2013-05-23 14:08:42.5, 77.35556, 2.380974, 11.91487, 101.8176
2013-05-23 14:08:44.0, 77.42062, 2.380697, 11.91641, 101.8152
2013-05-23 14:08:45.1, 77.41873, 2.380706, 11.91751, 101.8123
2013-05-23 14:08:46.1, 77.35306, 2.380985, 11.91846, 101.8115
2013-05-23 14:08:47.2, 77.48337, 2.380431, 11.91881, 101.8108
2013-05-23 14:08:48.3, 77.41135, 2.380737, 11.91939, 101.8103
2013-05-23 14:08:49.3, 77.45181, 2.380565, 11.91969, 101.8096
2013-05-23 14:08:50.4, 77.34341, 2.381025, 11.91948, 101.8083
2013-05-23 14:08:51.4, 77.32736, 2.381093, 11.91898, 101.8076
2013-05-23 14:08:52.5, 77.3038, 2.381193, 11.91824, 101.8071
2013-05-23 14:08:53.5, 77.29337, 2.381238, 11.91705, 101.8074
2013-05-23 14:08:54.5, 77.45547, 2.380549, 11.91618, 101.8079
2013-05-23 14:08:55.6, 77.30478, 2.381189, 11.91519, 101.8083
2013-05-23 14:08:56.8, 77.30112, 2.381205, 11.91417, 101.8115
2013-05-23 14:08:58.1, 77.21164, 2.381585, 11.91306, 101.8125
2013-05-23 14:08:59.2, 77.298, 2.381218, 11.91208, 101.8137
2013-05-23 14:09:00.2, 77.42075, 2.380697, 11.91098, 101.8147
2013-05-23 14:09:01.3, 77.34982, 2.380998, 11.91025, 101.8159
2013-05-23 14:09:02.3, 77.32047, 2.381123, 11.90948, 101.8142
2013-05-23 14:09:03.6, 77.32199, 2.381116, 11.90869, 101.8135
2013-05-23 14:09:04.7, 77.25314, 2.381409, 11.90771, 101.8123
2013-05-23 14:09:05.7, 77.30002, 2.38121, 11.90706, 101.8108
2013-05-23 14:09:06.7, 77.2872, 2.381264, 11.90652, 101.8091
2013-05-23 14:09:07.9, 77.35007, 2.380997, 11.9062, 101.8091
2013-05-23 14:09:09.0, 77.26627, 2.381353, 11.90625, 101.8096
2013-05-23 14:09:10.3, 77.27054, 2.381335, 11.90619, 101.8088
2013-05-23 14:09:11.3, 77.3804, 2.380868, 11.90628, 101.8083
2013-05-23 14:09:12.4, 77.25247, 2.381412, 11.90631, 101.8103
2013-05-23 14:09:13.5, 77.29282, 2.38124, 11.90657, 101.8113
2013-05-23 14:09:14.5, 77.43564, 2.380634, 11.90695, 101.8127
2013-05-23 14:09:15.7, 77.24362, 2.381449, 11.90759, 101.8125
2013-05-23 14:09:16.7, 77.22879, 2.381512, 11.90833, 101.8118
2013-05-23 14:09:17.8, 77.26834, 2.381344, 11.90884, 101.8101
2013-05-23 14:09:18.9, 77.22672, 2.381521, 11.9097, 101.8079
2013-05-23 14:09:20.1, 77.27274, 2.381325, 11.91064, 101.8076
2013-05-23 14:09:21.1, 77.28836, 2.381259, 11.91165, 101.8083
2013-05-23 14:09:22.5, 77.16385, 2.381788, 11.9136, 101.8086
2013-05-23 14:09:23.5, 77.15659, 2.381819, 11.91481, 101.8074
2013-05-23 14:09:24.5, 77.26907, 2.381341, 11.91612, 101.8069
2013-05-23 14:09:25.6, 77.30783, 2.381176, 11.91704, 101.8066
2013-05-23 14:09:26.6, 77.30118, 2.381205, 11.91789, 101.8062
2013-05-23 14:09:27.7, 77.13467, 2.381912, 11.91919, 101.8071
2013-05-23 14:09:28.7, 77.35001, 2.380997, 11.92001, 101.8076
2013-05-23 14:09:29.8, 77.24283, 2.381453, 11.92099, 101.8071
2013-05-23 14:09:31.2, 77.28738, 2.381263, 11.92183, 101.8083
2013-05-23 14:09:32.3, 77.37759, 2.38088, 11.92204, 101.8093
2013-05-23 14:09:33.3, 77.33737, 2.381051, 11.92216, 101.812
2013-05-23 14:09:34.3, 77.36313, 2.380942, 11.92186, 101.8137
2013-05-23 14:09:35.6, 77.28329, 2.381281, 11.9214, 101.8142
2013-05-23 14:09:36.6, 77.2222, 2.38154, 11.92088, 101.8164
2013-05-23 14:09:37.7, 77.20041, 2.381633, 11.92003, 101.8162
2013-05-23 14:09:38.8, 77.28348, 2.38128, 11.91971, 101.8167
2013-05-23 14:09:39.8, 77.24069, 2.381462, 11.91922, 101.8162
2013-05-23 14:09:40.8, 77.11972, 2.381976, 11.91856, 101.8157
2013-05-23 14:09:42.0, 77.14554, 2.381866, 11.91861, 101.8147
2013-05-23 14:09:43.0, 77.15616, 2.381821, 11.91882, 101.8115
2013-05-23 14:09:44.1, 77.0936, 2.382087, 11.9189, 101.8091
2013-05-23 14:09:45.2, 77.12424, 2.381957, 11.91913, 101.8091
2013-05-23 14:09:46.3, 77.23392, 2.38149, 11.91959, 101.8098
2013-05-23 14:09:47.4, 77.2377, 2.381474, 11.91977, 101.8098
2013-05-23 14:09:48.4, 77.21548, 2.381569, 11.91957, 101.811
2013-05-23 14:09:49.5, 77.16995, 2.381762, 11.91916, 101.8123
2013-05-23 14:09:50.5, 77.30881, 2.381172, 11.91884, 101.8118
2013-05-23 14:09:51.6, 77.19315, 2.381664, 11.91808, 101.8135
2013-05-23 14:09:52.9, 77.22836, 2.381514, 11.91711, 101.8145
2013-05-23 14:09:54.0, 77.19821, 2.381642, 11.91667, 101.8147
2013-05-23 14:09:55.0, 77.16068, 2.381801, 11.9167, 101.8147
2013-05-23 14:09:56.1, 77.11057, 2.382015, 11.91676, 101.8145
2013-05-23 14:09:57.1, 77.24399, 2.381448, 11.91695, 101.8154
2013-05-23 14:09:58.2, 77.27487, 2.381316, 11.91721, 101.8157
2013-05-23 14:09:59.4, 77.18961, 2.381679, 11.91736, 101.8145
2013-05-23 14:10:00.4, 77.12503, 2.381953, 11.91777, 101.8147
2013-05-23 14:10:01.8, 77.20798, 2.3816, 11.91794, 101.8123
2013-05-23 14:10:03.1, 77.09219, 2.382093, 11.91719, 101.8127
2013-05-23 14:10:04.2, 77.11868, 2.38198, 11.91699, 101.8142
2013-05-23 14:10:05.3, 77.06528, 2.382207, 11.91632, 101.8135
2013-05-23 14:10:06.9, 77.06436, 2.382211, 11.91541, 101.8127
2013-05-23 14:10:08.0, 77.19168, 2.38167, 11.9147, 101.811
2013-05-23 14:10:09.2, 77.2283, 2.381514, 11.91397, 101.8113
2013-05-23 14:10:10.4, 77.13937, 2.381892, 11.91331, 101.8086
2013-05-23 14:10:11.5, 77.18942, 2.381679, 11.91281, 101.8086
2013-05-23 14:10:12.7, 77.11288, 2.382004, 11.91238, 101.8103
2013-05-23 14:10:13.9, 77.09238, 2.382092, 11.91199, 101.8096
2013-05-23 14:10:15.2, 77.08578, 2.38212, 11.91095, 101.8074
2013-05-23 14:10:16.3, 77.15091, 2.381843, 11.91031, 101.8076
2013-05-23 14:10:17.4, 77.06113, 2.382225, 11.90947, 101.8071
2013-05-23 14:10:18.4, 77.03226, 2.382347, 11.90889, 101.8074
2013-05-23 14:10:19.4, 77.14145, 2.381883, 11.90823, 101.8069
2013-05-23 14:10:20.4, 77.02255, 2.382389, 11.90758, 101.8076
2013-05-23 14:10:21.5, 77.10147, 2.382053, 11.907, 101.8079
2013-05-23 14:10:22.6, 77.08542, 2.382121, 11.90649, 101.8062
2013-05-23 14:10:23.7, 77.04666, 2.382286, 11.90611, 101.8052
2013-05-23 14:10:24.7, 77.01974, 2.382401, 11.90608, 101.8079
2013-05-23 14:10:25.8, 77.04831, 2.382279, 11.90579, 101.8098
2013-05-23 14:10:26.9, 77.05051, 2.38227, 11.90573, 101.811
2013-05-23 14:10:27.9, 77.02902, 2.382361, 11.90564, 101.8123
2013-05-23 14:10:29.3, 76.99277, 2.382515, 11.90569, 101.8113
2013-05-23 14:10:30.4, 76.94901, 2.382701, 11.90553, 101.8115
2013-05-23 14:10:31.4, 77.04422, 2.382296, 11.90559, 101.8118
2013-05-23 14:10:32.5, 76.87491, 2.383016, 11.90544, 101.8127
2013-05-23 14:10:33.5, 77.10593, 2.382034, 11.9054, 101.8137
2013-05-23 14:10:34.7, 76.99124, 2.382522, 11.90541, 101.8115
2013-05-23 14:10:35.9, 77.03537, 2.382334, 11.90515, 101.811
2013-05-23 14:10:36.9, 77.15628, 2.38182, 11.90508, 101.8079
2013-05-23 14:10:38.0, 77.0593, 2.382232, 11.90497, 101.8069
2013-05-23 14:10:39.1, 77.07443, 2.382168, 11.90483, 101.8074
2013-05-23 14:10:40.2, 77.0419, 2.382306, 11.90483, 101.8088
2013-05-23 14:10:41.5, 77.0853, 2.382122, 11.90454, 101.8086
2013-05-23 14:10:42.7, 76.9921, 2.382518, 11.90459, 101.8057
2013-05-23 14:10:43.7, 77.04556, 2.382291, 11.90477, 101.8052
2013-05-23 14:10:44.8, 77.02835, 2.382364, 11.90475, 101.8066
2013-05-23 14:10:45.9, 77.07877, 2.38215, 11.90495, 101.8076
2013-05-23 14:10:46.9, 76.99832, 2.382492, 11.90501, 101.8088
2013-05-23 14:10:47.9, 76.92587, 2.3828, 11.9052, 101.8076
2013-05-23 14:10:49.0, 77.095, 2.382081, 11.9055, 101.8064
2013-05-23 14:10:50.0, 77.09628, 2.382075, 11.90575, 101.804
2013-05-23 14:10:51.1, 77.01529, 2.382419, 11.90631, 101.8035
2013-05-23 14:10:52.1, 77.04355, 2.382299, 11.90651, 101.8062
2013-05-23 14:10:53.2, 76.9758, 2.382587, 11.907, 101.8066
2013-05-23 14:10:54.2, 77.00772, 2.382452, 11.9073, 101.8049
2013-05-23 14:10:55.5, 76.99411, 2.382509, 11.9079, 101.8062
2013-05-23 14:10:56.8, 76.9183, 2.382832, 11.90826, 101.8069
2013-05-23 14:10:57.8, 77.00638, 2.382457, 11.90887, 101.8088
2013-05-23 14:10:58.9, 76.99088, 2.382523, 11.90901, 101.8108
2013-05-23 14:10:59.9, 76.91385, 2.382851, 11.90924, 101.814
2013-05-23 14:11:01.0, 77.01187, 2.382434, 11.90916, 101.8137
2013-05-23 14:11:02.1, 77.11514, 2.381995, 11.90932, 101.812
2013-05-23 14:11:03.2, 76.94296, 2.382727, 11.90909, 101.8105
2013-05-23 14:11:04.3, 77.05051, 2.38227, 11.9091, 101.812
2013-05-23 14:11:05.3, 76.96561, 2.382631, 11.90932, 101.8096
2013-05-23 14:11:06.3, 76.88339, 2.38298, 11.90971, 101.8076
2013-05-23 14:11:07.4, 76.98734, 2.382538, 11.90984, 101.8069
2013-05-23 14:11:08.5, 77.0278, 2.382366, 11.91003, 101.8062
2013-05-23 14:11:09.5, 77.09262, 2.382091, 11.91006, 101.8032
2013-05-23 14:11:10.5, 76.96561, 2.382631, 11.91023, 101.8027
2013-05-23 14:11:11.7, 76.93729, 2.382751, 11.91034, 101.8035
2013-05-23 14:11:12.9, 76.87735, 2.383006, 11.91098, 101.8047
2013-05-23 14:11:14.0, 76.95773, 2.382664, 11.91135, 101.804
2013-05-23 14:11:15.1, 76.85056, 2.38312, 11.91145, 101.804
2013-05-23 14:11:16.5, 76.95615, 2.382671, 11.91136, 101.8054
2013-05-23 14:11:17.5, 76.8876, 2.382962, 11.91159, 101.8054
2013-05-23 14:11:18.5, 76.9014, 2.382904, 11.91161, 101.8049
2013-05-23 14:11:19.5, 76.83878, 2.38317, 11.91193, 101.8054
2013-05-23 14:11:20.6, 76.897, 2.382922, 11.91212, 101.8049
2013-05-23 14:11:21.7, 76.86697, 2.38305, 11.91211, 101.8047
2013-05-23 14:11:22.7, 76.82693, 2.38322, 11.91199, 101.8064
2013-05-23 14:11:23.8, 76.81149, 2.383286, 11.91211, 101.8066
2013-05-23 14:11:24.9, 76.84982, 2.383123, 11.91185, 101.8086
2013-05-23 14:11:26.2, 76.78702, 2.38339, 11.91161, 101.8098
2013-05-23 14:11:27.3, 76.92105, 2.38282, 11.91122, 101.8105
2013-05-23 14:11:28.3, 76.8555, 2.383099, 11.91106, 101.811
2013-05-23 14:11:29.3, 76.80191, 2.383327, 11.91071, 101.812
2013-05-23 14:11:30.7, 76.86221, 2.38307, 11.91028, 101.8142
2013-05-23 14:11:31.7, 76.8876, 2.382962, 11.91008, 101.8152
2013-05-23 14:11:32.8, 76.8295, 2.383209, 11.90976, 101.8145
2013-05-23 14:11:33.9, 76.88339, 2.38298, 11.90929, 101.8149
2013-05-23 14:11:34.9, 76.75711, 2.383518, 11.90906, 101.8149
2013-05-23 14:11:36.3, 76.7789, 2.383425, 11.90889, 101.8147
2013-05-23 14:11:37.7, 76.74509, 2.383569, 11.90857, 101.8127
2013-05-23 14:11:38.7, 76.80258, 2.383324, 11.90846, 101.8123
2013-05-23 14:11:39.8, 76.82339, 2.383235, 11.90862, 101.8127
2013-05-23 14:11:40.8, 76.94315, 2.382726, 11.90895, 101.812
2013-05-23 14:11:41.9, 76.88058, 2.382992, 11.90918, 101.811
2013-05-23 14:11:43.1, 76.7504, 2.383546, 11.90976, 101.8108
2013-05-23 14:11:44.4, 76.83377, 2.383191, 11.90987, 101.8088
2013-05-23 14:11:45.6, 76.81247, 2.383282, 11.91, 101.8076
2013-05-23 14:11:46.6, 76.76077, 2.383502, 11.91011, 101.8083
2013-05-23 14:11:47.6, 76.79398, 2.383361, 11.91057, 101.8108
2013-05-23 14:11:48.7, 76.85049, 2.38312, 11.9108, 101.811
2013-05-23 14:11:49.8, 76.81778, 2.38326, 11.91103, 101.8105
2013-05-23 14:11:50.9, 76.72061, 2.383673, 11.91083, 101.8101
2013-05-23 14:11:52.0, 76.84207, 2.383156, 11.91093, 101.8113
2013-05-23 14:11:53.1, 76.71597, 2.383693, 11.91083, 101.8108
2013-05-23 14:11:54.2, 76.69986, 2.383761, 11.91115, 101.8108
2013-05-23 14:11:55.2, 76.81778, 2.38326, 11.91125, 101.8105
2013-05-23 14:11:56.3, 76.78354, 2.383405, 11.91115, 101.8098
2013-05-23 14:11:57.3, 76.79178, 2.38337, 11.91087, 101.8069
2013-05-23 14:11:58.4, 76.78165, 2.383413, 11.91064, 101.8071
2013-05-23 14:11:59.7, 76.76901, 2.383467, 11.91, 101.8064
2013-05-23 14:12:00.7, 76.74411, 2.383573, 11.90988, 101.8052
2013-05-23 14:12:01.8, 76.6442, 2.383998, 11.90988, 101.8037
2013-05-23 14:12:02.8, 76.73203, 2.383624, 11.90974, 101.8047
2013-05-23 14:12:03.9, 76.772, 2.383454, 11.91011, 101.8035
2013-05-23 14:12:05.0, 76.64981, 2.383974, 11.91013, 101.8047
2013-05-23 14:12:06.1, 76.71371, 2.383702, 11.91005, 101.8052
2013-05-23 14:12:07.1, 76.63809, 2.384024, 11.91042, 101.8071
2013-05-23 14:12:08.2, 76.59738, 2.384197, 11.91071, 101.8054
2013-05-23 14:12:09.3, 76.66129, 2.383925, 11.91121, 101.8064
2013-05-23 14:12:10.4, 76.69803, 2.383769, 11.9118, 101.8052
2013-05-23 14:12:11.5, 76.77133, 2.383457, 11.91203, 101.8076
2013-05-23 14:12:12.7, 76.69955, 2.383762, 11.91209, 101.8074
2013-05-23 14:12:13.8, 76.72519, 2.383653, 11.91183, 101.8096
2013-05-23 14:12:14.8, 76.72214, 2.383666, 11.91209, 101.8093
2013-05-23 14:12:15.9, 76.72684, 2.383646, 11.91249, 101.8074
2013-05-23 14:12:16.9, 76.70102, 2.383756, 11.91255, 101.8076
2013-05-23 14:12:17.9, 76.83432, 2.383189, 11.91273, 101.8086
2013-05-23 14:12:19.0, 76.76401, 2.383488, 11.91255, 101.8091
2013-05-23 14:12:20.1, 76.68027, 2.383845, 11.91231, 101.8088
2013-05-23 14:12:21.1, 76.6525, 2.383963, 11.91216, 101.8079
2013-05-23 14:12:22.2, 76.65366, 2.383958, 11.91238, 101.8066
2013-05-23 14:12:23.2, 76.58414, 2.384254, 11.9124, 101.8059
2013-05-23 14:12:24.4, 76.70651, 2.383733, 11.91241, 101.8062
2013-05-23 14:12:25.4, 76.61148, 2.384137, 11.91229, 101.8076
2013-05-23 14:12:26.5, 76.67935, 2.383848, 11.91252, 101.8071
2013-05-23 14:12:27.7, 76.60892, 2.384148, 11.91261, 101.8079
2013-05-23 14:12:28.9, 76.76797, 2.383471, 11.91316, 101.8052
2013-05-23 14:12:30.0, 76.71774, 2.383685, 11.9136, 101.8076
2013-05-23 14:12:31.1, 76.77847, 2.383427, 11.91422, 101.8083
2013-05-23 14:12:32.2, 76.6962, 2.383777, 11.9144, 101.8079
2013-05-23 14:12:33.4, 76.77188, 2.383455, 11.91495, 101.8062
2013-05-23 14:12:34.5, 76.58975, 2.38423, 11.91524, 101.8062
2013-05-23 14:12:35.6, 76.54825, 2.384407, 11.91551, 101.8057
2013-05-23 14:12:36.6, 76.72983, 2.383634, 11.91592, 101.8062
2013-05-23 14:12:37.7, 76.71561, 2.383694, 11.9165, 101.8052
2013-05-23 14:12:38.8, 76.64932, 2.383976, 11.91675, 101.8059
2013-05-23 14:12:40.5, 76.57706, 2.384284, 11.9174, 101.804
2013-05-23 14:12:41.6, 76.55716, 2.384369, 11.91789, 101.8042
2013-05-23 14:12:42.6, 76.60959, 2.384145, 11.91853, 101.8079
2013-05-23 14:12:43.7, 76.62033, 2.3841, 11.91919, 101.8086
2013-05-23 14:12:44.7, 76.62076, 2.384098, 11.91972, 101.8105
2013-05-23 14:12:45.8, 76.55484, 2.384379, 11.92026, 101.811
2013-05-23 14:12:47.0, 76.54324, 2.384428, 11.92085, 101.8115
2013-05-23 14:12:48.0, 76.68185, 2.383838, 11.9212, 101.813
2013-05-23 14:12:49.3, 76.60245, 2.384176, 11.92175, 101.8142
2013-05-23 14:12:50.4, 76.63309, 2.384045, 11.92255, 101.8145
2013-05-23 14:12:51.6, 76.50211, 2.384603, 11.92256, 101.8127
2013-05-23 14:12:52.7, 76.55441, 2.38438, 11.92236, 101.8101
2013-05-23 14:12:54.2, 76.59885, 2.384191, 11.92267, 101.8088
2013-05-23 14:12:55.4, 76.54587, 2.384417, 11.92313, 101.8074
2013-05-23 14:12:56.5, 76.40866, 2.385001, 11.92313, 101.8069
2013-05-23 14:12:57.5, 76.57114, 2.384309, 11.92314, 101.8062
2013-05-23 14:12:58.6, 76.55484, 2.384379, 11.92303, 101.8049
2013-05-23 14:12:59.6, 76.47244, 2.38473, 11.92271, 101.8032
2013-05-23 14:13:00.7, 76.45975, 2.384784, 11.92216, 101.8025
2013-05-23 14:13:01.8, 76.5502, 2.384398, 11.922, 101.8032
2013-05-23 14:13:02.9, 76.45609, 2.384799, 11.92264, 101.8049
2013-05-23 14:13:04.0, 76.48782, 2.384664, 11.92307, 101.804
2013-05-23 14:13:05.1, 76.47104, 2.384735, 11.92349, 101.8037
2013-05-23 14:13:06.3, 76.66751, 2.383899, 11.92445, 101.803
2013-05-23 14:13:07.5, 76.56155, 2.38435, 11.92549, 101.8042
2013-05-23 14:13:08.5, 76.5065, 2.384584, 11.9269, 101.8064
2013-05-23 14:13:09.5, 76.49673, 2.384626, 11.92828, 101.8091
2013-05-23 14:13:10.7, 76.56259, 2.384346, 11.9295, 101.8105
2013-05-23 14:13:11.7, 76.5101, 2.384569, 11.93027, 101.8105
2013-05-23 14:13:12.7, 76.42441, 2.384934, 11.93019, 101.8115
2013-05-23 14:13:13.8, 76.44205, 2.384859, 11.93005, 101.8113
2013-05-23 14:13:14.9, 76.44449, 2.384849, 11.9288, 101.8127
2013-05-23 14:13:16.0, 76.36887, 2.385171, 11.92761, 101.8135
2013-05-23 14:13:17.1, 76.34164, 2.385287, 11.9263, 101.8127
2013-05-23 14:13:18.2, 76.49692, 2.384625, 11.92502, 101.8123
2013-05-23 14:13:19.3, 76.51944, 2.384529, 11.92456, 101.8113
2013-05-23 14:13:20.3, 76.41953, 2.384955, 11.92395, 101.8098
2013-05-23 14:13:21.4, 76.39871, 2.385044, 11.92346, 101.8105
2013-05-23 14:13:22.5, 76.55649, 2.384372, 11.92369, 101.8098
2013-05-23 14:13:23.8, 76.4791, 2.384701, 11.92442, 101.8108
2013-05-23 14:13:24.9, 76.41891, 2.384958, 11.92551, 101.8103
2013-05-23 14:13:25.9, 76.46494, 2.384762, 11.92683, 101.8088
2013-05-23 14:13:27.3, 76.32559, 2.385355, 11.92865, 101.8086
2013-05-23 14:13:28.3, 76.40482, 2.385017, 11.9304, 101.8076
2013-05-23 14:13:29.3, 76.49191, 2.384647, 11.93199, 101.8081
2013-05-23 14:13:30.5, 76.4169, 2.384966, 11.93555, 101.8074
2013-05-23 14:13:31.9, 76.46152, 2.384776, 11.94136, 101.8059
2013-05-23 14:13:32.9, 76.36063, 2.385206, 11.9456, 101.8054
2013-05-23 14:13:34.3, 76.30045, 2.385463, 11.95123, 101.8032
2013-05-23 14:13:35.4, 76.30826, 2.385429, 11.95506, 101.8049
2013-05-23 14:13:36.4, 76.33865, 2.385299, 11.95847, 101.8049
2013-05-23 14:13:37.4, 76.38034, 2.385122, 11.96162, 101.8054
2013-05-23 14:13:38.6, 76.2803, 2.385548, 11.96465, 101.8042
2013-05-23 14:13:39.6, 76.27744, 2.385561, 11.96748, 101.8049
2013-05-23 14:13:40.7, 76.33334, 2.385322, 11.96826, 101.8066
2013-05-23 14:13:42.0, 76.39633, 2.385054, 11.96709, 101.8086
2013-05-23 14:13:43.1, 76.29532, 2.385484, 11.96605, 101.8105
2013-05-23 14:13:44.1, 76.23581, 2.385738, 11.96497, 101.8103
2013-05-23 14:13:45.2, 76.36099, 2.385204, 11.96344, 101.8108
2013-05-23 14:13:46.2, 76.28159, 2.385543, 11.96248, 101.811
2013-05-23 14:13:47.2, 76.17123, 2.386013, 11.96094, 101.8103
2013-05-23 14:13:48.4, 76.24466, 2.3857, 11.95821, 101.8105
2013-05-23 14:13:49.6, 76.19333, 2.385919, 11.95412, 101.8096
2013-05-23 14:13:50.6, 76.18527, 2.385953, 11.95076, 101.8079
2013-05-23 14:13:51.7, 76.22806, 2.385771, 11.94701, 101.8066
2013-05-23 14:13:52.8, 76.26993, 2.385592, 11.94289, 101.8057
2013-05-23 14:13:53.9, 76.28867, 2.385513, 11.93898, 101.8059
2013-05-23 14:13:55.2, 76.43985, 2.384868, 11.93523, 101.8049
2013-05-23 14:13:56.3, 76.26456, 2.385615, 11.93208, 101.8049
2013-05-23 14:13:57.4, 76.25992, 2.385635, 11.92931, 101.8057
2013-05-23 14:13:58.4, 76.32578, 2.385354, 11.92772, 101.8054
2013-05-23 14:13:59.5, 76.41861, 2.384959, 11.92609, 101.8069
2013-05-23 14:14:00.6, 76.35379, 2.385235, 11.92468, 101.8093
2013-05-23 14:14:01.7, 76.21957, 2.385807, 11.92352, 101.8086
2013-05-23 14:14:02.7, 76.32693, 2.38535, 11.92271, 101.8105
2013-05-23 14:14:03.8, 76.21896, 2.38581, 11.92151, 101.811
2013-05-23 14:14:04.9, 76.23727, 2.385732, 11.9202, 101.8105
2013-05-23 14:14:06.0, 76.24368, 2.385704, 11.91914, 101.8125
2013-05-23 14:14:07.1, 76.31583, 2.385397, 11.91806, 101.8137
2013-05-23 14:14:08.1, 76.25443, 2.385659, 11.91714, 101.8147
2013-05-23 14:14:09.2, 76.22433, 2.385787, 11.9164, 101.8152
2013-05-23 14:14:10.4, 76.22086, 2.385802, 11.91605, 101.8147
2013-05-23 14:14:11.4, 76.14078, 2.386143, 11.91611, 101.8157
2013-05-23 14:14:12.5, 76.15671, 2.386075, 11.91661, 101.8149
2013-05-23 14:14:13.6, 76.26395, 2.385618, 11.91748, 101.8145
2013-05-23 14:14:14.6, 76.22372, 2.385789, 11.91832, 101.814
2013-05-23 14:14:15.7, 76.13345, 2.386174, 11.91878, 101.8149
2013-05-23 14:14:16.8, 76.20462, 2.385871, 11.91954, 101.8149
2013-05-23 14:14:17.9, 76.23355, 2.385747, 11.91956, 101.8147
2013-05-23 14:14:18.9, 76.21396, 2.385831, 11.91962, 101.8127
